procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2896100  32128 564336    0    0   105  3570 5851 1946 14  7 78  0  0 2026-09-22 11:26:20
 0  0      0 2892572  32128 560880    0    0     0     0  610  940  3  2 95  0  0 2026-09-22 11:26:21
 0  0      0 2925884  32128 556064    0    0     0     0   63   68  0  1 100  0  0 2026-09-22 11:26:22
 0  0      0 2925884  32128 549412    0    0     0    32   58   68  1  0 100  0  0 2026-09-22 11:26:23
 0  0      0 2939452  32148 543224    0    0     0  2852  874  473  1  1 98  0  0 2026-09-22 11:26:24
 0  0      0 2970648  32148 532836    0    0     0   228   76   76  0  0 99  0  0 2026-09-22 11:26:25
 0  0      0 2972168  32148 522284    0    0     0    56  627  422  0  1 99  0  0 2026-09-22 11:26:26
 0  0      0 2975948  32148 510268    0    0     0     0   80   69  1  0 100  0  0 2026-09-22 11:26:27
 0  0      0 3013068  32148 498320    0    0     0     0  533  299  1  0 98  0  0 2026-09-22 11:26:28
 1  0      0 3032980  32184 479452    0    0     0 15784 41158 12046 46 21 31  1  0 2026-09-22 11:26:29
 1  0      0 3041276  32184 461748    0    0     0  7076 43857 12705 44 23 33  0  0 2026-09-22 11:26:30
 2  0      0 3071108  32184 441108    0    0     0  8832 43767 12852 46 24 29  0  0 2026-09-22 11:26:31
 2  0      0 3081812  32184 431252    0    0     0  5316 43410 13897 40 25 34  0  0 2026-09-22 11:26:32
 2  0      0 3075528  32184 442100    0    0     0 14404 45226 13843 42 26 31  1  0 2026-09-22 11:26:33
 0  0      0 3066332  32208 448984    0    0     0 23248 45038 13896 43 27 30  0  0 2026-09-22 11:26:34
 2  0      0 3052980  32208 462800    0    0     0 12480 45038 13740 46 21 33  0  0 2026-09-22 11:26:35
 1  0      0 3041736  32208 473840    0    0     0 13472 45794 14394 46 22 32  0  0 2026-09-22 11:26:36
