procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 3127900  16128 336224    0    0   185   505 11523 3326 26 11 63  0  0 2026-09-22 10:07:20
 0  0      0 3124880  16128 336196    0    0     0     0  619  938  2  3 96  0  0 2026-09-22 10:07:21
 0  0      0 3124880  16128 336196    0    0     0     0   48   56  0  0 100  0  0 2026-09-22 10:07:22
 0  0      0 3124880  16128 336196    0    0     0    16   84   86  0  0 100  0  0 2026-09-22 10:07:23
 0  0      0 3124656  16128 336196    0    0     0     0 1001  494  2  0 98  0  0 2026-09-22 10:07:24
 0  0      0 3124656  16140 336196    0    0     0   100   95   96  0  1 100  0  0 2026-09-22 10:07:25
 0  0      0 3124656  16140 336296    0    0     0     0  614  412  0  0 99  0  0 2026-09-22 10:07:26
 0  0      0 3124656  16140 336216    0    0     0     0   64   50  0  0 100  0  0 2026-09-22 10:07:27
 0  0      0 3124656  16140 336216    0    0     0     0   79   70  0  0 100  0  0 2026-09-22 10:07:28
 2  0      0 3122500  16140 338232    0    0     0    16 42715 13962 38 21 41  0  0 2026-09-22 10:07:29
 1  0      0 3120880  16148 340608    0    0     0    44 49974 15372 45 20 35  0  0 2026-09-22 10:07:30
 2  0      0 3116904  16148 343172    0    0     0     0 49678 14838 45 22 33  0  0 2026-09-22 10:07:31
 0  0      0 3114168  16148 345772    0    0     0     0 49935 14933 45 21 34  0  0 2026-09-22 10:07:32
 2  0      0 3114460  16148 348408    0    0     0     0 50455 15087 45 24 31  0  0 2026-09-22 10:07:33
 3  0      0 3109136  16148 350720    0    0     0    20 49605 14923 46 21 33  0  0 2026-09-22 10:07:34
 3  0      0 3105760  16156 353028    0    0     0    44 49509 14210 47 21 32  0  0 2026-09-22 10:07:35
 3  0      0 3107196  16156 355480    0    0     0     0 52167 14795 46 24 30  0  0 2026-09-22 10:07:36
 3  0      0 3104692  16156 357764    0    0     0     0 51190 14841 46 23 31  0  1 2026-09-22 10:07:37
 3  0      0 3099328  16156 360144    0    0     0     0 50194 13805 48 23 30  0  0 2026-09-22 10:07:38
 3  0      0 3096148  16156 362444    0    0     0     0 50956 14436 50 21 29  0  0 2026-09-22 10:07:39
 3  0      0 3091828  16164 364692    0    0     0    56 50772 14253 50 20 30  1  0 2026-09-22 10:07:40
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 3095064  16164 366896    0    0     0     0 50672 14405 47 22 31  0  0 2026-09-22 10:07:41
 3  0      0 3090820  16164 369240    0    0     0     0 51081 14429 46 24 29  0  0 2026-09-22 10:07:42
 3  0      0 3088148  16164 371636    0    0     0     0 50911 14254 50 20 30  0  0 2026-09-22 10:07:43
 2  0      0 3084100  16164 373796    0    0     0     0 50085 13084 50 22 28  0  0 2026-09-22 10:07:44
 4  0      0 3080268  16172 376188    0    0     0    64 51757 14016 47 24 29  0  0 2026-09-22 10:07:45
 3  0      0 3077748  16172 378520    0    0     0     0 51445 14125 49 23 29  0  0 2026-09-22 10:07:46
 3  0      0 3075536  16172 380792    0    0     0     0 49699 13407 47 25 28  0  0 2026-09-22 10:07:47
 2  0      0 3073012  16172 383024    0    0     0     0 50007 13198 47 26 27  0  0 2026-09-22 10:07:48
 3  0      0 3070604  16172 385140    0    0     0     0 49595 12459 50 21 29  0  0 2026-09-22 10:07:49
 3  0      0 3068848  16180 387264    0    0     0  1076 48380 12710 53 20 28  0  0 2026-09-22 10:07:50
 3  0      0 3066660  16180 389536    0    0     0 46712 50897 14208 50 22 26  2  0 2026-09-22 10:07:51
 3  0      0 3062980  16180 391836    0    0     0     0 50513 13081 52 21 27  0  1 2026-09-22 10:07:52
 2  0      0 3059868  16180 393908    0    0     0    12 49528 13077 48 25 27  0  0 2026-09-22 10:07:53
 4  0      0 3057960  16180 396156    0    0     0     0 48741 11912 55 19 25  0  0 2026-09-22 10:07:54
 3  0      0 3054480  16192 398236    0    0     0   144 50252 12679 53 22 25  0  0 2026-09-22 10:07:55
 2  0      0 3050952  16192 400400    0    0     0 10352 49424 12745 51 21 28  1  0 2026-09-22 10:07:56
 3  0      0 3050932  16192 402620    0    0     0     0 49825 12237 53 22 25  0  0 2026-09-22 10:07:57
 2  0      0 3046792  16192 404784    0    0     0     4 50120 12697 52 24 24  0  0 2026-09-22 10:07:58
 1  0      0 3044072  16192 406952    0    0     0     0 48727 12015 52 23 25  0  0 2026-09-22 10:07:59
 2  0      0 3041316  16200 408920    0    0     0    60 48711 11966 51 23 25  1  0 2026-09-22 10:08:00
 2  0      0 3038976  16200 410424    0    0     0 10132 43491 8221 64 22 14  0  0 2026-09-22 10:08:01
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 3035032  16200 412512    0    0     0    20 49766 12537 60 21 20  0  0 2026-09-22 10:08:02
 2  0      0 3039648  16200 414372    0    0     0     0 47326 10549 64 20 17  0  0 2026-09-22 10:08:03
 2  0      0 3035668  16200 416280    0    0     0     0 47969 10555 65 20 15  0  0 2026-09-22 10:08:04
 1  0      0 3032536  16208 418188    0    0     0    72 47068 10878 61 21 19  0  0 2026-09-22 10:08:05
 2  0      0 3036144  16208 419988    0    0     0     8 46697 10837 60 20 20  0  0 2026-09-22 10:08:06
 2  0      0 3033208  16208 421680    0    0     0    12 46885 11025 63 18 18  0  0 2026-09-22 10:08:07
 2  0      0 3033940  16208 423324    0    0     0     0 46264 10642 62 20 19  0  0 2026-09-22 10:08:08
 2  0      0 3029436  16208 425020    0    0     0     0 48051 11506 61 21 18  0  0 2026-09-22 10:08:09
 2  0      0 3026548  16216 427012    0    0     0    36 46278 10813 61 20 19  0  0 2026-09-22 10:08:10
 1  0      0 3024088  16216 428792    0    0     0     0 45912 9752 64 20 15  0  0 2026-09-22 10:08:11
 2  0      0 3027196  16216 430616    0    0     0     0 45742 9816 64 19 16  0  0 2026-09-22 10:08:12
 2  0      0 3019992  16216 432412    0    0     0     8 45982 10029 63 20 16  0  0 2026-09-22 10:08:13
 2  0      0 3022760  16216 434360    0    0     0     0 46918 10451 63 19 18  0  0 2026-09-22 10:08:14
 3  0      0 3016920  16224 435956    0    0     0    36 44745 9900 61 22 17  0  0 2026-09-22 10:08:15
 2  0      0 3014556  16224 438008    0    0     0     0 48003 12252 59 20 21  0  0 2026-09-22 10:08:16
