procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 3143036  15276 331876    0    0   502   573 12838 3780 28 13 58  0  0 2026-09-22 10:00:18
 0  0      0 3136992  15276 331808    0    0     0     0  614  922  2  3 95  0  0 2026-09-22 10:00:19
 0  0      0 3136992  15276 331808    0    0     0     0   55   63  1  0 100  0  0 2026-09-22 10:00:20
 0  0      0 3136992  15276 331808    0    0     0     0   63   68  0  0 100  0  0 2026-09-22 10:00:21
 0  0      0 3136320  15288 331808    0    0     0    80 1006  495  1  1 98  0  0 2026-09-22 10:00:22
 0  0      0 3136320  15288 331824    0    0     0   340  110  139  0  0 99  0  0 2026-09-22 10:00:23
 0  0      0 3136320  15288 331928    0    0     0    16  618  430  1  0 99  0  0 2026-09-22 10:00:24
 0  0      0 3136320  15288 331848    0    0     0     0   67   59  0  1 100  0  0 2026-09-22 10:00:25
 0  0      0 3136320  15288 331848    0    0     0     0  474  269  2  0 99  0  0 2026-09-22 10:00:26
 0  0      0 3134480  15296 333940    0    0     0    64 45927 15201 38 20 42  0  0 2026-09-22 10:00:27
 3  0      0 3133112  15296 336564    0    0     0     0 50318 15485 47 19 33  0  0 2026-09-22 10:00:28
 3  0      0 3135644  15296 339184    0    0     0    20 50297 15218 44 22 33  0  0 2026-09-22 10:00:29
 3  0      0 3131132  15296 341896    0    0     0     0 51232 16199 43 25 32  0  0 2026-09-22 10:00:30
 3  0      0 3127112  15296 344616    0    0     0     0 50699 15532 45 22 33  0  0 2026-09-22 10:00:31
 3  0      0 3123048  15304 346888    0    0     0    44 50314 15632 45 22 34  0  0 2026-09-22 10:00:32
 3  0      0 3119848  15304 349240    0    0     0     0 51007 14758 45 24 30  0  1 2026-09-22 10:00:33
 3  0      0 3116132  15304 351776    0    0     0     0 51207 15396 43 25 32  0  0 2026-09-22 10:00:34
 3  0      0 3111792  15304 354116    0    0     0    20 50983 15078 46 23 32  0  0 2026-09-22 10:00:35
 3  0      0 3114996  15304 356564    0    0     0     0 51549 15020 47 22 31  0  0 2026-09-22 10:00:36
 3  0      0 3110280  15312 358876    0    0     0    44 50249 14269 47 22 31  0  0 2026-09-22 10:00:37
