sudo: unable to resolve host ip-10-100-0-186: Name or service not known
sudo: unable to resolve host ip-10-100-0-186: Name or service not known
2026-09-22T10:00:19.852Z	info	isupipe-benchmarker	SSL接続が有効になっています
2026-09-22T10:00:19.852Z	info	isupipe-benchmarker	静的ファイルチェックを行います
2026-09-22T10:00:19.852Z	info	isupipe-benchmarker	静的ファイルチェックが完了しました
2026-09-22T10:00:19.852Z	info	isupipe-benchmarker	webappの初期化を行います
2026-09-22T10:00:19.852Z	info	staff-logger	bench/bench.go:172	SSL接続が有効になっています
2026-09-22T10:00:19.852Z	info	staff-logger	bench/bench.go:193	webapp: https://pipe.u.isucon.local:443
2026-09-22T10:00:19.852Z	info	staff-logger	bench/bench.go:194	nameserver: 10.100.0.155:53
2026-09-22T10:00:22.599Z	info	isupipe-benchmarker	ベンチマーク走行前のデータ整合性チェックを行います
2026-09-22T10:00:26.962Z	info	isupipe-benchmarker	整合性チェックが成功しました
2026-09-22T10:00:26.962Z	info	isupipe-benchmarker	ベンチマーク走行を開始します
2026-09-22T10:00:26.972Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:26.972Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:26.973Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:26.973Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:26.973Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:26.973Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:26.973Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:26.973Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:26.973Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:26.973Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:26.980Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:26.980Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:26.986Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:26.987Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:00:27.023Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.023Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.023Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.028Z	info	staff-logger	scenario/viewer.go:46	change icon
2026-09-22T10:00:27.030Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.040Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.040Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.040Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.042Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:00:27.053Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.058Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.058Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.058Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.058Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.066Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.079Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.079Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.079Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.096Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:00:27.099Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.099Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.099Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.109Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.109Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.109Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.132Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.132Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.132Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.166Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.166Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.166Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.166Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.170Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.170Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.170Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.170Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.209Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.209Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T10:00:27.220Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.221Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.221Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T10:00:27.225Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.225Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.225Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.225Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.228Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:00:27.236Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.245Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.245Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.249Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.249Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.249Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.249Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.263Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.263Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T10:00:27.270Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.270Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.270Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.270Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.282Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.322Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.323Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.323Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.323Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.328Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.328Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.328Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.328Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.329Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:00:27.351Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.351Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.351Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.351Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.356Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.356Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.394Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.394Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.394Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.394Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.399Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.399Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.399Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.399Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.423Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.423Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T10:00:27.437Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:00:27.440Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.505Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.505Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.505Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.505Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.506Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.506Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.506Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.506Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.518Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.518Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T10:00:27.528Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.551Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.551Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.551Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.551Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.562Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.562Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.562Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.562Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.591Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.591Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.591Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.591Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.600Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.600Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.600Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.600Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.608Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.608Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.609Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.609Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:00:27.621Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:00:27.622Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:00:27.622Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:00:27.622Z	info	staff-logger	scenario/viewer.go:83	visit livestream
