sudo: unable to resolve host ip-10-100-0-186: Name or service not known
sudo: unable to resolve host ip-10-100-0-186: Name or service not known
sudo: unable to resolve host ip-10-100-0-186: Name or service not known
2026-09-22T11:18:08.734Z	info	isupipe-benchmarker	SSL接続が有効になっています
2026-09-22T11:18:08.734Z	info	isupipe-benchmarker	静的ファイルチェックを行います
2026-09-22T11:18:08.734Z	info	isupipe-benchmarker	静的ファイルチェックが完了しました
2026-09-22T11:18:08.734Z	info	isupipe-benchmarker	webappの初期化を行います
2026-09-22T11:18:08.734Z	info	staff-logger	bench/bench.go:172	SSL接続が有効になっています
2026-09-22T11:18:08.734Z	info	staff-logger	bench/bench.go:193	webapp: https://pipe.u.isucon.local:443
2026-09-22T11:18:08.734Z	info	staff-logger	bench/bench.go:194	nameserver: 10.100.0.155:53
2026-09-22T11:18:11.477Z	info	isupipe-benchmarker	ベンチマーク走行前のデータ整合性チェックを行います
2026-09-22T11:18:15.818Z	info	isupipe-benchmarker	整合性チェックが成功しました
2026-09-22T11:18:15.818Z	info	isupipe-benchmarker	ベンチマーク走行を開始します
2026-09-22T11:18:15.827Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T11:18:15.829Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T11:18:15.829Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T11:18:15.829Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T11:18:15.829Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T11:18:15.829Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T11:18:15.829Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T11:18:15.829Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T11:18:15.829Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T11:18:15.829Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T11:18:15.837Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T11:18:15.837Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T11:18:15.839Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T11:18:15.842Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T11:18:15.848Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T11:18:15.848Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T11:18:15.871Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T11:18:15.880Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T11:18:15.880Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T11:18:15.880Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T11:18:15.890Z	info	staff-logger	scenario/viewer.go:46	change icon
2026-09-22T11:18:15.891Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T11:18:15.892Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T11:18:15.892Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T11:18:15.893Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T11:18:15.894Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T11:18:15.895Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T11:18:15.895Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T11:18:15.904Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T11:18:15.917Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T11:18:15.917Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T11:18:15.917Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T11:18:15.930Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T11:18:15.930Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T11:18:15.930Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T11:18:15.936Z	info	staff-logger	scenario/viewer.go:56	visit top
