sudo: unable to resolve host ip-10-100-0-186: Name or service not known
sudo: unable to resolve host ip-10-100-0-186: Name or service not known
sudo: unable to resolve host ip-10-100-0-186: Name or service not known
2026-09-22T10:39:20.715Z	info	isupipe-benchmarker	SSL接続が有効になっています
2026-09-22T10:39:20.715Z	info	isupipe-benchmarker	静的ファイルチェックを行います
2026-09-22T10:39:20.715Z	info	isupipe-benchmarker	静的ファイルチェックが完了しました
2026-09-22T10:39:20.715Z	info	isupipe-benchmarker	webappの初期化を行います
2026-09-22T10:39:20.715Z	info	staff-logger	bench/bench.go:172	SSL接続が有効になっています
2026-09-22T10:39:20.715Z	info	staff-logger	bench/bench.go:193	webapp: https://pipe.u.isucon.local:443
2026-09-22T10:39:20.715Z	info	staff-logger	bench/bench.go:194	nameserver: 10.100.0.155:53
2026-09-22T10:39:23.432Z	info	isupipe-benchmarker	ベンチマーク走行前のデータ整合性チェックを行います
2026-09-22T10:39:27.778Z	info	isupipe-benchmarker	整合性チェックが成功しました
2026-09-22T10:39:27.778Z	info	isupipe-benchmarker	ベンチマーク走行を開始します
2026-09-22T10:39:27.787Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:27.787Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:27.787Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:27.787Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:27.787Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:27.787Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:27.787Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:27.787Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:27.787Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:27.787Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:27.803Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:39:27.827Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:39:27.851Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:27.851Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:27.851Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:27.854Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:27.854Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:27.854Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:27.867Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:27.867Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:27.867Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:27.872Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:39:27.880Z	info	staff-logger	scenario/viewer.go:46	change icon
2026-09-22T10:39:27.883Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:27.895Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:27.895Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:27.895Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:27.916Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:27.925Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:27.925Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:27.928Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:27.928Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:27.928Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:27.943Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:27.943Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:27.943Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:27.958Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:27.958Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:27.958Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:27.966Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:39:27.983Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:27.983Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:27.983Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:28.019Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:28.019Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:28.019Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:28.019Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:28.053Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:28.053Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:28.053Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:28.053Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:28.054Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:28.054Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T10:39:28.059Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:28.059Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:28.059Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:28.059Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:28.065Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:28.066Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:28.066Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T10:39:28.072Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:28.072Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T10:39:28.075Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:39:28.075Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:28.077Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:28.078Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:28.087Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:28.097Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:28.097Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:28.097Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:28.097Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:28.100Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:28.100Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:28.100Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:28.100Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:28.118Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:28.118Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:28.118Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:28.118Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:28.163Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:28.163Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:28.163Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:28.163Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:39:28.169Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:39:28.169Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:39:28.169Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:39:28.169Z	info	staff-logger	scenario/viewer.go:83	visit livestream
