sudo: unable to resolve host ip-10-100-0-155: Name or service not known
+-------+--------+---------------------------------------------------+--------+--------+--------+---------+--------+------+-----+-----+-----+
| COUNT | METHOD |                        URI                        |  MIN   |  AVG   |  MAX   |   SUM   |  P99   | 2XX  | 3XX | 4XX | 5XX |
+-------+--------+---------------------------------------------------+--------+--------+--------+---------+--------+------+-----+-----+-----+
| 640   | GET    | ^/api/livestream/[0-9]+/livecomment               | 0.004  | 0.247  | 1.024  | 158.232 | 0.844  | 639  | 0   | 1   | 0   |
| 677   | GET    | ^/api/livestream/[0-9]+/reaction                  | 0.004  | 0.227  | 0.972  | 153.345 | 0.876  | 674  | 0   | 3   | 0   |
| 25    | POST   | ^/api/livestream/[0-9]+/moderate                  | 0.144  | 5.060  | 16.276 | 126.502 | 16.276 | 23   | 0   | 2   | 0   |
| 13    | GET    | ^/api/user/[^/]+/statistics                       | 2.608  | 9.005  | 12.604 | 117.065 | 12.604 | 11   | 0   | 2   | 0   |
| 75    | GET    | /api/livestream/search                            | 0.044  | 1.029  | 2.444  | 77.141  | 2.444  | 74   | 0   | 1   | 0   |
| 533   | POST   | /api/register                                     | 0.008  | 0.130  | 0.244  | 69.120  | 0.220  | 530  | 0   | 2   | 1   |
| 191   | POST   | /api/livestream/reservation                       | 0.072  | 0.258  | 0.468  | 49.233  | 0.452  | 187  | 0   | 4   | 0   |
| 5552  | GET    | ^/api/user/[^/]+/icon                             | 0.000  | 0.009  | 0.088  | 47.480  | 0.036  | 5552 | 0   | 0   | 0   |
| 605   | POST   | ^/api/livestream/[0-9]+/livecomment               | 0.008  | 0.052  | 0.132  | 31.412  | 0.112  | 603  | 0   | 2   | 0   |
| 594   | POST   | ^/api/livestream/[0-9]+/reaction                  | 0.004  | 0.051  | 0.140  | 30.188  | 0.112  | 593  | 0   | 1   | 0   |
| 541   | POST   | /api/icon                                         | 0.008  | 0.037  | 0.140  | 19.900  | 0.096  | 516  | 0   | 1   | 24  |
| 5     | GET    | ^/api/livestream/[0-9]+/statistics                | 1.600  | 3.348  | 6.284  | 16.740  | 6.284  | 2    | 0   | 3   | 0   |
| 1     | POST   | /api/initialize                                   | 15.332 | 15.332 | 15.332 | 15.332  | 15.332 | 1    | 0   | 0   | 0   |
| 538   | POST   | /api/login                                        | 0.004  | 0.006  | 0.032  | 3.256   | 0.024  | 536  | 0   | 2   | 0   |
| 57    | POST   | ^/api/livestream/[0-9]+/livecomment/[0-9]+/report | 0.004  | 0.047  | 0.136  | 2.660   | 0.136  | 51   | 0   | 6   | 0   |
| 64    | GET    | ^/api/livestream/[0-9]+/report                    | 0.004  | 0.024  | 0.272  | 1.532   | 0.272  | 64   | 0   | 0   | 0   |
| 94    | GET    | /api/livestream                                   | 0.008  | 0.015  | 0.208  | 1.444   | 0.208  | 94   | 0   | 0   | 0   |
| 177   | GET    | /api/tag                                          | 0.004  | 0.007  | 0.056  | 1.176   | 0.044  | 177  | 0   | 0   | 0   |
| 64    | POST   | ^/api/livestream/[0-9]+/enter                     | 0.008  | 0.016  | 0.048  | 1.036   | 0.048  | 64   | 0   | 0   | 0   |
| 55    | DELETE | ^/api/livestream/[0-9]+/exit                      | 0.004  | 0.018  | 0.044  | 0.972   | 0.044  | 55   | 0   | 0   | 0   |
| 9     | GET    | ^/api/user/[^/]+/livestream                       | 0.044  | 0.085  | 0.120  | 0.768   | 0.120  | 9    | 0   | 0   | 0   |
| 42    | GET    | ^/api/livestream/[0-9]+/ngwords                   | 0.012  | 0.006  | 0.024  | 0.264   | 0.024  | 42   | 0   | 0   | 0   |
| 12    | GET    | ^/api/user/[^/]+/theme                            | 0.004  | 0.004  | 0.008  | 0.052   | 0.008  | 12   | 0   | 0   | 0   |
| 1     | GET    | ^/api/livestream/[0-9]+$                          | 0.004  | 0.004  | 0.004  | 0.004   | 0.004  | 1    | 0   | 0   | 0   |
| 4     | GET    | ^/api/user/[^/]+$                                 | 0.000  | 0.000  | 0.000  | 0.000   | 0.000  | 4    | 0   | 0   | 0   |
| 1     | GET    | /api/payment                                      | 0.000  | 0.000  | 0.000  | 0.000   | 0.000  | 1    | 0   | 0   | 0   |
+-------+--------+---------------------------------------------------+--------+--------+--------+---------+--------+------+-----+-----+-----+
