procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 12935952  97368 2575432    0    0     8    71  314   37 14  2 84  0  0 2026-09-22 11:23:02
 1  0      0 12914348  97368 2575440    0    0     0    12 1776 1657  3  1 96  0  0 2026-09-22 11:23:03
 0  0      0 12918948  97368 2572068    0    0     0     4 1603 1126  2  1 97  0  0 2026-09-22 11:23:04
 0  0      0 12918948  97368 2572068    0    0     0     0   39   44  0  0 100  0  0 2026-09-22 11:23:05
 0  0      0 12918948  97368 2572068    0    0     0     0   33   34  0  0 100  0  0 2026-09-22 11:23:06
 0  0      0 12914916  97368 2571936    0    0     0  1344 2380 3256  0  0 99  0  0 2026-09-22 11:23:07
 0  0      0 12914916  97368 2571936    0    0     0     8  126   83  0  0 100  0  0 2026-09-22 11:23:08
 0  0      0 12913152  97368 2571936    0    0     0     8 1238 1755  0  0 100  0  0 2026-09-22 11:23:09
 0  0      0 12913152  97368 2571936    0    0     0     0   35   37  0  0 100  0  0 2026-09-22 11:23:10
 2  0      0 12864980  97368 2571936    0    0     0     0 45480 43508 24  4 72  0  0 2026-09-22 11:23:11
 2  0      0 12827824  97368 2571808    0    0     0    44 81279 71559 49  8 43  0  0 2026-09-22 11:23:12
 2  0      0 12791972  97368 2571828    0    0     0     8 81266 70563 53  8 39  0  0 2026-09-22 11:23:13
 3  0      0 12761068  97368 2571952    0    0     0     0 83996 74627 51  8 41  0  0 2026-09-22 11:23:14
 6  0      0 12712692  97368 2572324    0    0     0     0 80134 66458 55  8 37  0  0 2026-09-22 11:23:15
 5  0      0 12696472  97368 2572700    0    0     0   128 80810 74545 49  7 44  0  0 2026-09-22 11:23:16
 4  0      0 12661648  97368 2572872    0    0     0    28 83777 71694 52  8 39  0  0 2026-09-22 11:23:17
 3  0      0 12636728  97368 2572996    0    0     0     0 80982 65470 57  9 34  0  0 2026-09-22 11:23:18
 7  0      0 12629200  97368 2573204    0    0     0    12 84576 76734 50  7 43  0  0 2026-09-22 11:23:19
 3  0      0 12615396  97368 2573352    0    0     0     0 80212 70611 53  7 40  0  0 2026-09-22 11:23:20
 8  0      0 12606688  97368 2573556    0    0     0   128 78870 71926 51  8 42  0  0 2026-09-22 11:23:21
 5  0      0 12569444  97368 2573604    0    0     0    32 84352 71649 56  7 37  0  0 2026-09-22 11:23:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 12561252  97368 2573748    0    0     0     0 77831 64943 57  7 36  0  0 2026-09-22 11:23:23
 3  0      0 12556576  97368 2573928    0    0     0     8 76687 70138 49  7 44  0  0 2026-09-22 11:23:24
 2  0      0 12529088  97368 2574044    0    0     0     0 79950 68016 55  8 38  0  0 2026-09-22 11:23:25
 2  0      0 12516872  97368 2574352    0    0     0     0 83026 70101 55  8 37  0  0 2026-09-22 11:23:26
 8  0      0 12482480  97368 2574476    0    0     0    36 80752 65377 57  8 35  0  0 2026-09-22 11:23:27
