procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2177088  71908 730412    0    0   148  1159 4283 3380 11  5 83  1  0 2026-09-22 11:24:53
 0  1      0 2176332  71908 730372    0    0     0   116  385  618  0  0 100  0  0 2026-09-22 11:24:54
 1  0      0 2175576  72392 731248    0    0    48 15140 12397 19620  9  5 55 31  0 2026-09-22 11:24:55
 0  0      0 2156424  73364 738332    0    0     0 31064 7756 12825 13  5 54 28  0 2026-09-22 11:24:56
 0  0      0 2118148  73896 743812    0    0     0 24872 3867 5910 14  2 70 14  0 2026-09-22 11:24:57
 0  0      0 2118148  73936 743772    0    0     0  2436  441  818  0  0 99  1  0 2026-09-22 11:24:58
 0  0      0 2118148  73964 743812    0    0     0  1368  560  914  0  0 98  1  0 2026-09-22 11:24:59
 0  0      0 2117896  74200 743676    0    0     0  7008  940 1762  1  1 91  8  0 2026-09-22 11:25:00
 0  0      0 2117896  74208 743808    0    0     0   564  484  763  0  1 98  0  0 2026-09-22 11:25:01
 3  0      0 2115292  74548 745360    0    0     0 12228 33154 28251 43 20 34  4  0 2026-09-22 11:25:02
 1  0      0 2114788  74644 747076    0    0     0  2888 34642 29267 43 20 36  2  0 2026-09-22 11:25:03
 4  0      0 2112824  74736 748904    0    0     0  3128 36397 29620 48 18 32  1  0 2026-09-22 11:25:04
 1  0      0 2109576  74916 750612    0    0     0 19216 33348 29358 39 22 35  4  0 2026-09-22 11:25:05
 6  0      0 2106000  74952 752424    0    0     0  7160 35609 30484 47 19 34  1  0 2026-09-22 11:25:06
 4  0      0 2105204  74992 753988    0    0     0  1724 34617 28926 43 18 38  1  0 2026-09-22 11:25:07
 6  0      0 2104196  75020 755704    0    0     0  2148 33914 29588 38 22 39  1  0 2026-09-22 11:25:08
 4  0      0 2102964  75060 757516    0    0     0  1100 36238 30847 47 18 35  1  0 2026-09-22 11:25:09
 3  0      0 2100804  75084 759348    0    0     0  1456 38657 30900 52 18 29  1  0 2026-09-22 11:25:10
11  0      0 2099544  75148 760984    0    0     0  9856 31756 28264 37 18 44  1  0 2026-09-22 11:25:11
 2  0      0 2098784  75160 762696    0    0     0  3404 35021 28569 44 16 39  1  0 2026-09-22 11:25:12
 4  0      0 2097524  75180 764336    0    0     0  2328 34067 29139 44 19 37  0  0 2026-09-22 11:25:13
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 2096768  75192 765800    0    0     0  1188 30827 26203 40 15 44  1  0 2026-09-22 11:25:14
 3  0      0 2094640  75204 767328    0    0     0  2308 33358 28096 42 17 40  1  1 2026-09-22 11:25:15
 3  0      0 2092540  75236 768812    0    0     0  3200 34005 27128 37 20 42  1  0 2026-09-22 11:25:16
 7  0      0 2091112  75252 770484    0    0     0   964 36081 28196 42 19 39  1  0 2026-09-22 11:25:17
 6  0      0 2088332  75264 771808    0    0     0   952 33740 27259 38 20 42  0  0 2026-09-22 11:25:18
 2  0      0 2083516  75268 773164    0    0     0   992 31838 26097 39 16 45  1  0 2026-09-22 11:25:19
 5  0      0 2082308  75280 774652    0    0     0  1180 33379 26865 42 16 42  0  0 2026-09-22 11:25:20
10  0      0 2081552  75296 776068    0    0     0  1252 32277 26804 40 15 44  1  0 2026-09-22 11:25:21
 5  0      0 2080796  75300 777220    0    0     0  1160 30045 25259 37 15 48  0  0 2026-09-22 11:25:22
 5  0      0 2080540  75316 778512    0    0     0  1600 30833 25405 39 16 44  0  0 2026-09-22 11:25:23
 3  0      0 2077352  75324 779668    0    0     0  1208 30920 26189 36 20 43  0  0 2026-09-22 11:25:24
 1  0      0 2076356  75344 780644    0    0     0  2184 27324 22865 36 15 48  0  0 2026-09-22 11:25:25
10  0      0 2074876  75364 781968    0    0     0  1116 32443 24541 37 15 48  0  0 2026-09-22 11:25:26
 0  0      0 2073648  75396 783040    0    0     0  9444 27551 22838 31 16 52  1  0 2026-09-22 11:25:27
 9  0      0 2072388  75416 784192    0    0     0  1876 30326 23571 39 15 45  0  0 2026-09-22 11:25:28
 0  0      0 2071128  75432 785112    0    0     0   840 27829 23033 36 13 51  0  0 2026-09-22 11:25:29
