procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 3042208  31568 452368    0    0   112  3138 5145 1726 12  6 81  0  0 2026-09-22 11:24:53
 0  0      0 3039468  31568 452348    0    0     0    24  646  969  2  3 95  0  0 2026-09-22 11:24:54
 0  0      0 3039468  31580 452348    0    0     0   148   74   80  1  0 100  0  0 2026-09-22 11:24:55
 0  0      0 3039468  31580 452348    0    0     0     0   61   67  0  1 100  0  0 2026-09-22 11:24:56
 0  0      0 3065604  31580 452448    0    0     0    16  896  468  1  0 99  0  0 2026-09-22 11:24:57
 0  0      0 3065668  31580 452376    0    0     0     0   68   62  0  0 100  0  0 2026-09-22 11:24:58
 0  0      0 3064940  31580 452376    0    0     0    96  579  427  1  0 99  0  0 2026-09-22 11:24:59
 0  0      0 3064940  31588 452384    0    0     0    96   74   68  0  0 99  0  0 2026-09-22 11:25:00
 1  0      0 3064436  31588 452384    0    0     0     0  396  242  1  0 99  0  0 2026-09-22 11:25:01
 1  0      0 3068836  31620 455412    0    0     0  5196 37326 10994 33 22 44  1  0 2026-09-22 11:25:02
 0  0      0 3073024  31620 452080    0    0     0  3392 43910 12610 45 22 34  0  0 2026-09-22 11:25:03
 1  0      0 3082184  31620 444016    0    0     0  6396 40655 13050 42 21 36  0  0 2026-09-22 11:25:04
 2  0      0 3082772  31620 442388    0    0     0  7236 43512 14529 43 24 33  0  0 2026-09-22 11:25:05
 2  0      0 3073208  31620 449788    0    0     0 10032 44933 14371 39 26 35  0  0 2026-09-22 11:25:06
 0  0      0 3069300  31652 452780    0    0     0 19264 45492 13528 44 25 31  1  0 2026-09-22 11:25:07
 1  0      0 3062104  31652 460508    0    0     0 11760 46509 14010 44 26 30  0  0 2026-09-22 11:25:08
 1  0      0 3055200  31652 470812    0    0     0 15328 45626 14190 44 24 32  0  0 2026-09-22 11:25:09
 3  0      0 3049612  31652 477444    0    0     0 15380 44337 14723 42 26 33  0  0 2026-09-22 11:25:10
 3  0      0 3035072  31652 489872    0    0     0 20456 47063 13448 44 28 28  0  0 2026-09-22 11:25:11
 2  0      0 3026120  31688 497568    0    0     0 28440 42169 12450 42 28 29  1  0 2026-09-22 11:25:12
 3  0      0 3017392  31688 506900    0    0     0 16712 46341 12835 46 27 27  0  0 2026-09-22 11:25:13
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 2998988  31688 514864    0    0     0 22832 46495 12911 45 28 26  1  0 2026-09-22 11:25:14
 3  0      0 2986536  31688 523940    0    0     0 19740 45442 12489 48 26 26  0  0 2026-09-22 11:25:15
 3  0      0 2981452  31688 528524    0    0     0 19852 44192 13195 44 27 29  0  0 2026-09-22 11:25:16
 3  0      0 2975880  31724 536320    0    0     0 37172 44192 13025 48 23 28  1  0 2026-09-22 11:25:17
 3  0      0 2966236  31724 542540    0    0     0 23120 44360 12281 46 28 26  0  0 2026-09-22 11:25:18
 4  0      0 2961272  31728 548816    0    0     0 21956 45055 12200 53 24 24  0  0 2026-09-22 11:25:19
 2  0      0 2957384  31728 552096    0    0     0 17732 44281 12045 49 26 24  0  0 2026-09-22 11:25:20
 4  0      0 2948700  31728 556316    0    0     0 21520 44273 11997 50 25 26  0  0 2026-09-22 11:25:21
 3  1      0 2943728  31764 564056    0    0     0 25780 45231 11854 49 28 23  0  0 2026-09-22 11:25:22
 3  0      0 2936464  31788 569344    0    0     0 24504 44253 11479 44 28 26  1  0 2026-09-22 11:25:23
 3  0      0 2934280  31788 574184    0    0     0 85356 46541 12199 50 26 22  1  0 2026-09-22 11:25:24
 2  0      0 2926928  31788 577832    0    0     0 25636 46158 11722 47 29 24  0  0 2026-09-22 11:25:25
 3  0      0 2920260  31788 585184    0    0     0 22468 43619 12283 47 26 26  0  0 2026-09-22 11:25:26
 2  0      0 2915640  31788 588132    0    0     0 24180 45048 11095 49 28 23  0  0 2026-09-22 11:25:27
 4  0      0 2906232  31828 595028    0    0     0 28256 44645 11746 50 25 25  0  0 2026-09-22 11:25:28
 4  0      0 2902292  31828 598104    0    0     0 21016 45060 11703 50 26 24  0  0 2026-09-22 11:25:29
 3  0      0 2887080  31828 607672    0    0     0 26880 45334 11086 48 29 23  0  0 2026-09-22 11:25:30
 4  0      0 2882264  31828 609424    0    0     0 18624 45795 10783 52 25 23  0  0 2026-09-22 11:25:31
 3  0      0 2878088  31828 615596    0    0     0 17332 45061 11857 51 24 25  0  0 2026-09-22 11:25:32
 3  0      0 2871328  31860 620656    0    0     0 45328 43142 11651 47 27 24  2  0 2026-09-22 11:25:33
 3  0      0 2861520  31860 630148    0    0     0 24720 46761 14604 43 24 34  0  0 2026-09-22 11:25:34
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 2857572  31860 633012    0    0     0 28872 48718 15787 39 28 33  0  0 2026-09-22 11:25:35
 3  0      0 2853716  31860 635760    0    0     0 18992 46696 16949 36 24 40  0  0 2026-09-22 11:25:36
 1  0      0 2835160  31860 646892    0    0     0 26028 48699 16506 38 28 34  0  0 2026-09-22 11:25:37
 4  0      0 2822860  31900 658692    0    0     0 37840 47578 16276 35 27 37  1  1 2026-09-22 11:25:38
 1  0      0 2817920  31900 662800    0    0     0 23864 48323 16989 37 25 38  0  0 2026-09-22 11:25:39
 2  0      0 2809940  31900 671600    0    0     0 22724 43013 16785 34 23 43  0  0 2026-09-22 11:25:40
 2  0      0 2801248  31900 681060    0    0     0 28408 47021 16006 36 25 39  0  0 2026-09-22 11:25:41
 2  0      0 2795524  31900 685036    0    0     0 28296 47281 15572 37 28 35  0  0 2026-09-22 11:25:42
 2  0      0 2792972  31940 687984    0    0     0 38596 46303 16306 33 27 39  1  0 2026-09-22 11:25:43
 2  0      0 2786224  31940 694668    0    0     0 26568 47574 17197 36 25 38  0  0 2026-09-22 11:25:44
 1  0      0 2779160  31940 699444    0    0     0 27868 48417 16216 38 24 38  0  0 2026-09-22 11:25:45
 2  0      0 2774204  31940 708400    0    0     0 35980 46344 17254 36 25 39  0  0 2026-09-22 11:25:46
 2  0      0 2767152  31940 714180    0    0     0 30992 46776 16390 33 29 38  0  0 2026-09-22 11:25:47
 1  0      0 2763656  31980 718468    0    0     0 39404 48583 15960 38 28 34  1  0 2026-09-22 11:25:48
 1  0      0 2761148  31980 720508    0    0     0 25312 44255 16467 31 28 42  0  0 2026-09-22 11:25:49
 2  0      0 2754056  31980 727732    0    0     0 28408 48295 15861 36 27 37  0  0 2026-09-22 11:25:50
 0  0      0 2744200  31980 736088    0    0     0 32108 46536 15559 36 28 37  0  0 2026-09-22 11:25:51
 2  0      0 2737772  31980 744504    0    0     0 30520 48803 16609 32 31 37  0  0 2026-09-22 11:25:52
 2  0      0 2733040  32020 747568    0    0     0 48084 44939 16263 35 23 40  2  0 2026-09-22 11:25:53
 1  1      0 2727800  32020 752496    0    0     0 133812 43215 15228 31 29 36  4  0 2026-09-22 11:25:54
 2  0      0 2728116  32020 758436    0    0     0 39824 48625 15720 38 30 33  0  1 2026-09-22 11:25:55
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2722648  32020 758172    0    0     0 23536 48092 17055 35 26 39  0  0 2026-09-22 11:25:56
 1  0      0 2717684  32020 762128    0    0     0 31412 47850 15768 37 25 37  0  0 2026-09-22 11:25:57
 1  0      0 2709768  32064 771948    0    0     0 38936 49284 16327 37 27 36  0  0 2026-09-22 11:25:58
 2  0      0 2704144  32064 775028    0    0     0 31872 48778 15961 35 26 38  1  0 2026-09-22 11:25:59
 2  0      0 2700712  32064 780972    0    0     0 42200 46564 15831 33 29 37  0  0 2026-09-22 11:26:00
 1  0      0 2697256  32064 783208    0    0     0 24540 42176 15967 32 21 47  0  0 2026-09-22 11:26:01
 0  0      0 2713420  32064 779912    0    0     0   148 8854  816  5  5 90  0  0 2026-09-22 11:26:02
