procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 12938152  97456 2575764    0    0     8    69  457  158 14  2 83  0  0 2026-09-22 11:27:59
 0  0      0 12909932  97456 2572132    0    0     0     0 2959 2632  2  2 97  0  0 2026-09-22 11:28:00
 0  0      0 12909932  97456 2572160    0    0     0     0   49   52  0  0 100  0  0 2026-09-22 11:28:01
 0  0      0 12909932  97456 2572160    0    0     0     0  229  113  0  0 100  0  0 2026-09-22 11:28:02
 0  0      0 12905928  97456 2572160    0    0     0     0 2105 2903  1  0 99  0  0 2026-09-22 11:28:03
 0  1      0 12905928  97456 2572160    0    0     0  1256  330  345  0  0 100  0  0 2026-09-22 11:28:04
 0  0      0 12903912  97456 2572160    0    0     0   112 1333 1826  0  0 100  0  0 2026-09-22 11:28:05
 0  0      0 12903912  97456 2572164    0    0     0     0   51   48  0  0 100  0  0 2026-09-22 11:28:06
 0  0      0 12903156  97456 2572164    0    0     0     0 1230 1594  0  0 100  0  0 2026-09-22 11:28:07
 4  0      0 12839740  97456 2572164    0    0     0     0 75532 68794 42  7 50  0  0 2026-09-22 11:28:08
 4  0      0 12808076  97456 2572028    0    0     0    44 80298 70177 51  8 41  0  0 2026-09-22 11:28:09
 8  0      0 12777248  97456 2572020    0    0     0    12 81333 72527 52  8 41  0  0 2026-09-22 11:28:10
 2  0      0 12738220  97456 2572196    0    0     0     0 84057 74201 49  9 43  0  0 2026-09-22 11:28:11
 2  0      0 12696172  97456 2572576    0    0     0     0 81058 68932 54  8 38  0  0 2026-09-22 11:28:12
 1  0      0 12656764  97456 2572952    0    0     0   128 82704 68734 57  7 36  0  0 2026-09-22 11:28:13
 3  0      0 12647180  97456 2573208    0    0     0    32 84139 73495 53  8 39  0  0 2026-09-22 11:28:14
 6  0      0 12619788  97456 2573360    0    0     0     8 82153 69566 55  7 37  0  0 2026-09-22 11:28:15
 6  0      0 12599668  97456 2573544    0    0     0     0 80039 67755 53  7 40  0  0 2026-09-22 11:28:16
 3  0      0 12598496  97456 2573728    0    0     0     0 81002 72172 51  8 41  0  0 2026-09-22 11:28:17
 8  0      0 12572104  97456 2573900    0    0     0   132 82226 72762 49  8 43  0  0 2026-09-22 11:28:18
 4  0      0 12558860  97456 2574080    0    0     0    28 78474 66000 54  7 38  0  0 2026-09-22 11:28:19
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 7  0      0 12539764  97456 2574212    0    0     0     0 81029 69215 55  7 38  0  0 2026-09-22 11:28:20
 2  0      0 12523444  97456 2574368    0    0     0     8 85791 68607 53  9 38  0  0 2026-09-22 11:28:21
 7  0      0 12501352  97456 2574596    0    0     0     0 77377 61832 58  8 34  0  0 2026-09-22 11:28:22
 4  0      0 12475596  97456 2574736    0    0     0   320 82830 67783 57  9 35  0  0 2026-09-22 11:28:23
 2  0      0 12460720  97456 2574932    0    0     0    28 80253 65706 54  8 38  0  0 2026-09-22 11:28:24
 2  0      0 12459068  97456 2575120    0    0     0     0 79285 66125 55  8 38  0  0 2026-09-22 11:28:25
 3  0      0 12456716  97456 2575304    0    0     0     8 78978 66441 54  7 39  0  0 2026-09-22 11:28:26
 6  0      0 12444224  97456 2575432    0    0     0     0 81888 71243 50  7 42  0  0 2026-09-22 11:28:27
 3  0      0 12404212  97456 2575700    0    0     0   372 80562 64387 57  8 35  0  0 2026-09-22 11:28:28
 4  0      0 12402060  97456 2575800    0    0     0    24 76698 63844 55  8 36  0  0 2026-09-22 11:28:29
 8  0      0 12401108  97456 2575908    0    0     0    12 80383 69092 53  9 39  0  0 2026-09-22 11:28:30
 3  0      0 12389124  97456 2576124    0    0     0     0 75502 61483 56  9 35  0  0 2026-09-22 11:28:31
 3  0      0 12353424  97456 2576196    0    0     0     8 73714 55314 62  9 29  0  0 2026-09-22 11:28:32
 4  0      0 12356780  97456 2576300    0    0     0   340 76324 61939 58  8 34  0  0 2026-09-22 11:28:33
 8  0      0 12355096  97456 2576412    0    0     0    32 80141 65416 58  8 34  0  0 2026-09-22 11:28:34
 1  0      0 12354648  97456 2576580    0    0     0     0 77442 65090 52  9 39  0  0 2026-09-22 11:28:35
 3  0      0 12349724  97456 2576664    0    0     0     0 77112 62159 58  7 35  0  0 2026-09-22 11:28:36
 5  0      0 12348832  97456 2576920    0    0     0    12 81864 71864 51  7 42  0  0 2026-09-22 11:28:37
 1  0      0 12324272  97456 2577092    0    0     0     0 75820 57284 63  7 30  0  0 2026-09-22 11:28:38
 8  0      0 12321704  97456 2577208    0    0     0    24 78577 65692 56  8 37  0  0 2026-09-22 11:28:39
 8  0      0 12287796  97456 2577388    0    0     0     0 77327 57412 61  9 29  0  0 2026-09-22 11:28:40
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 12277584  97456 2577472    0    0     0     0 78365 58961 65  8 27  0  0 2026-09-22 11:28:41
