procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 1810544  84036 844252    0    0   157  1446 7068 6137 23  9 67  2  0 2026-09-22 11:01:57
 0  1      0 1810292  84040 844332    0    0     0   472  457  754  1  0 98  1  0 2026-09-22 11:01:58
 1  0      0 1810292  84232 845184    0    0    16 12284 12295 19121  9  5 57 29  0 2026-09-22 11:01:59
 0  0      0 1795172  84472 852284    0    0     0 30368 7568 13228 14  3 56 28  0 2026-09-22 11:02:00
 0  0      0 1782096  84588 857768    0    0     0 21300 4049 6239 15  2 69 14  0 2026-09-22 11:02:01
 0  0      0 1781088  84592 857772    0    0     0  6448  486  997  0  1 98  1  0 2026-09-22 11:02:02
 0  0      0 1781088  84600 857768    0    0     0  1668  611  973  0  1 99  1  0 2026-09-22 11:02:03
 0  0      0 1781088  84680 857772    0    0     0  7248  931 1788  1  0 91  9  0 2026-09-22 11:02:04
 0  0      0 1781088  84688 857772    0    0     0  3540  773 1266  0  1 96  3  0 2026-09-22 11:02:05
 4  0      0 1779180  84804 858936    0    0     0 10504 28746 27546 35 14 44  7  0 2026-09-22 11:02:06
 6  0      0 1776700  84832 860448    0    0     0  3044 32461 29937 38 20 39  2  1 2026-09-22 11:02:07
 6  0      0 1773996  84884 861916    0    0     0  3156 30823 28912 41 17 41  2  0 2026-09-22 11:02:08
 9  0      0 1771528  84940 863468    0    0     0 19040 31916 29223 40 16 41  4  0 2026-09-22 11:02:09
11  0      0 1767732  84956 865108    0    0     0  1552 33273 29811 41 19 39  0  0 2026-09-22 11:02:10
11  0      0 1764092  84980 866812    0    0     0  1656 34650 30166 40 19 40  1  0 2026-09-22 11:02:11
 7  0      0 1762076  85004 868388    0    0     0  4724 34641 30433 43 19 38  0  0 2026-09-22 11:02:12
 3  0      0 1759584  85024 870248    0    0     0  1876 36556 30539 44 21 34  1  0 2026-09-22 11:02:13
 5  0      0 1757820  85040 871832    0    0     0  1472 32319 28268 44 16 39  0  0 2026-09-22 11:02:14
 2  0      0 1755804  85064 873340    0    0     0 11216 32329 29128 40 16 42  2  0 2026-09-22 11:02:15
 3  0      0 1753784  85080 874936    0    0     0  2688 33751 28736 42 18 39  1  0 2026-09-22 11:02:16
 0  0      0 1751432  85104 876652    0    0     0  3616 34246 29077 46 17 36  1  0 2026-09-22 11:02:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 1749448  85108 878008    0    0     0  1440 30726 27325 40 16 44  0  0 2026-09-22 11:02:18
 6  0      0 1745584  85112 879368    0    0     0  2512 33061 26601 40 15 43  1  0 2026-09-22 11:02:19
 0  0      0 1743828  85112 880576    0    0     0  1240 30874 26471 37 17 46  0  0 2026-09-22 11:02:20
 1  0      0 1742568  85120 881532    0    0     0  2236 27665 24925 38 13 49  1  0 2026-09-22 11:02:21
 2  0      0 1740804  85128 883012    0    0     0  1160 32367 26931 39 19 42  0  0 2026-09-22 11:02:22
 0  0      0 1739068  85136 884252    0    0     0  1296 30220 26403 37 16 47  1  0 2026-09-22 11:02:23
 0  0      0 1735592  85148 885428    0    0     0  1184 29675 25381 37 13 50  0  0 2026-09-22 11:02:24
