sudo: unable to resolve host ip-10-100-0-155: Name or service not known
+-------+--------+---------------------------------------------------+-------+-------+-------+---------+-------+------+-------+-----+-----+
| COUNT | METHOD |                        URI                        |  MIN  |  AVG  |  MAX  |   SUM   |  P99  | 2XX  |  3XX  | 4XX | 5XX |
+-------+--------+---------------------------------------------------+-------+-------+-------+---------+-------+------+-------+-----+-----+
| 6538  | POST   | ^/api/livestream/[0-9]+/livecomment               | 0.004 | 0.025 | 0.144 | 162.297 | 0.080 | 6533 | 0     | 5   | 0   |
| 70405 | GET    | ^/api/user/[^/]+/icon                             | 0.000 | 0.002 | 0.032 | 105.610 | 0.008 | 63   | 70342 | 0   | 0   |
| 374   | POST   | /api/register                                     | 0.004 | 0.202 | 0.400 | 75.630  | 0.356 | 371  | 0     | 2   | 1   |
| 6141  | GET    | ^/api/livestream/[0-9]+/livecomment               | 0.004 | 0.011 | 0.064 | 69.320  | 0.036 | 6140 | 0     | 1   | 0   |
| 6172  | GET    | ^/api/livestream/[0-9]+/reaction                  | 0.004 | 0.011 | 0.076 | 66.072  | 0.036 | 6171 | 0     | 1   | 0   |
| 5612  | POST   | ^/api/livestream/[0-9]+/reaction                  | 0.004 | 0.010 | 0.088 | 54.212  | 0.028 | 5612 | 0     | 0   | 0   |
| 265   | POST   | /api/livestream/reservation                       | 0.088 | 0.200 | 0.460 | 53.081  | 0.380 | 261  | 0     | 4   | 0   |
| 1132  | POST   | ^/api/livestream/[0-9]+/moderate                  | 0.004 | 0.037 | 0.212 | 42.081  | 0.156 | 1131 | 0     | 1   | 0   |
| 2158  | GET    | /api/livestream/search                            | 0.004 | 0.019 | 0.400 | 42.076  | 0.320 | 2157 | 0     | 1   | 0   |
| 2991  | GET    | ^/api/livestream/[0-9]+/report                    | 0.004 | 0.011 | 0.068 | 33.844  | 0.032 | 2991 | 0     | 0   | 0   |
| 45    | GET    | ^/api/livestream/[0-9]+/statistics                | 0.020 | 0.475 | 0.816 | 21.356  | 0.816 | 45   | 0     | 0   | 0   |
| 2039  | GET    | ^/api/livestream/[0-9]+/ngwords                   | 0.004 | 0.010 | 0.044 | 19.396  | 0.032 | 2039 | 0     | 0   | 0   |
| 1715  | GET    | /api/livestream                                   | 0.004 | 0.009 | 0.048 | 15.456  | 0.028 | 1715 | 0     | 0   | 0   |
| 55    | GET    | ^/api/user/[^/]+/statistics                       | 0.012 | 0.265 | 0.580 | 14.596  | 0.580 | 55   | 0     | 0   | 0   |
| 393   | POST   | /api/icon                                         | 0.004 | 0.027 | 0.116 | 10.576  | 0.080 | 393  | 0     | 0   | 0   |
| 542   | POST   | ^/api/livestream/[0-9]+/enter                     | 0.004 | 0.011 | 0.036 | 5.740   | 0.032 | 542  | 0     | 0   | 0   |
| 532   | DELETE | ^/api/livestream/[0-9]+/exit                      | 0.008 | 0.009 | 0.052 | 5.044   | 0.028 | 532  | 0     | 0   | 0   |
| 379   | POST   | /api/login                                        | 0.004 | 0.011 | 0.044 | 4.316   | 0.040 | 377  | 0     | 2   | 0   |
| 1     | POST   | /api/initialize                                   | 2.712 | 2.712 | 2.712 | 2.712   | 2.712 | 1    | 0     | 0   | 0   |
| 59    | POST   | ^/api/livestream/[0-9]+/livecomment/[0-9]+/report | 0.004 | 0.016 | 0.072 | 0.941   | 0.072 | 56   | 0     | 3   | 0   |
| 53    | GET    | ^/api/user/[^/]+/livestream                       | 0.004 | 0.014 | 0.048 | 0.716   | 0.048 | 53   | 0     | 0   | 0   |
| 294   | GET    | /api/tag                                          | 0.000 | 0.002 | 0.020 | 0.696   | 0.016 | 294  | 0     | 0   | 0   |
| 54    | GET    | ^/api/user/[^/]+/theme                            | 0.004 | 0.010 | 0.024 | 0.536   | 0.024 | 54   | 0     | 0   | 0   |
| 4     | GET    | ^/api/user/[^/]+$                                 | 0.000 | 0.000 | 0.000 | 0.000   | 0.000 | 4    | 0     | 0   | 0   |
| 1     | GET    | ^/api/livestream/[0-9]+$                          | 0.000 | 0.000 | 0.000 | 0.000   | 0.000 | 1    | 0     | 0   | 0   |
| 1     | GET    | /api/payment                                      | 0.000 | 0.000 | 0.000 | 0.000   | 0.000 | 1    | 0     | 0   | 0   |
+-------+--------+---------------------------------------------------+-------+-------+-------+---------+-------+------+-------+-----+-----+
