sudo: unable to resolve host ip-10-100-0-64: Name or service not known
+--------+--------+---------------------------------------------------+-------+-------+-------+---------+-------+-------+--------+------+-----+
| COUNT  | METHOD |                        URI                        |  MIN  |  AVG  |  MAX  |   SUM   |  P99  |  2XX  |  3XX   | 4XX  | 5XX |
+--------+--------+---------------------------------------------------+-------+-------+-------+---------+-------+-------+--------+------+-----+
| 261594 | GET    | ^/api/user/[^/]+/icon                             | 0.004 | 0.001 | 0.012 | 176.736 | 0.004 | 280   | 261314 | 0    | 0   |
| 24389  | GET    | ^/api/livestream/[0-9]+/livecomment               | 0.004 | 0.002 | 0.040 | 43.980  | 0.004 | 24389 | 0      | 0    | 0   |
| 28066  | POST   | ^/api/livestream/[0-9]+/livecomment               | 0.000 | 0.002 | 0.040 | 43.352  | 0.004 | 28062 | 0      | 4    | 0   |
| 24421  | GET    | ^/api/livestream/[0-9]+/reaction                  | 0.004 | 0.002 | 0.040 | 41.940  | 0.004 | 24421 | 0      | 0    | 0   |
| 5745   | POST   | ^/api/livestream/[0-9]+/moderate                  | 0.004 | 0.006 | 0.036 | 33.628  | 0.016 | 5744  | 0      | 1    | 0   |
| 22345  | POST   | ^/api/livestream/[0-9]+/reaction                  | 0.000 | 0.001 | 0.040 | 32.728  | 0.004 | 22345 | 0      | 0    | 0   |
| 12878  | GET    | ^/api/livestream/[0-9]+/report                    | 0.004 | 0.002 | 0.016 | 23.220  | 0.004 | 12878 | 0      | 0    | 0   |
| 9709   | GET    | /api/livestream/search                            | 0.004 | 0.002 | 0.012 | 20.060  | 0.004 | 9709  | 0      | 0    | 0   |
| 6129   | POST   | /api/livestream/reservation                       | 0.004 | 0.003 | 0.020 | 19.176  | 0.008 | 1398  | 0      | 4731 | 0   |
| 4011   | POST   | /api/register                                     | 0.004 | 0.004 | 0.044 | 15.860  | 0.008 | 4009  | 0      | 1    | 1   |
| 9188   | GET    | /api/livestream                                   | 0.000 | 0.002 | 0.012 | 14.108  | 0.004 | 9188  | 0      | 0    | 0   |
| 4644   | POST   | /api/icon                                         | 0.004 | 0.003 | 0.048 | 11.968  | 0.008 | 4644  | 0      | 0    | 0   |
| 4017   | POST   | /api/login                                        | 0.004 | 0.002 | 0.012 | 9.552   | 0.004 | 4015  | 0      | 2    | 0   |
| 9294   | GET    | ^/api/livestream/[0-9]+/ngwords                   | 0.000 | 0.001 | 0.012 | 7.760   | 0.004 | 9294  | 0      | 0    | 0   |
| 6306   | GET    | /api/tag                                          | 0.000 | 0.001 | 0.008 | 5.220   | 0.004 | 6306  | 0      | 0    | 0   |
| 2058   | POST   | ^/api/livestream/[0-9]+/enter                     | 0.000 | 0.002 | 0.012 | 3.292   | 0.004 | 2058  | 0      | 0    | 0   |
| 2047   | DELETE | ^/api/livestream/[0-9]+/exit                      | 0.000 | 0.001 | 0.008 | 2.756   | 0.004 | 2047  | 0      | 0    | 0   |
| 1      | POST   | /api/initialize                                   | 2.676 | 2.676 | 2.676 | 2.676   | 2.676 | 1     | 0      | 0    | 0   |
| 204    | GET    | ^/api/user/[^/]+/statistics                       | 0.004 | 0.007 | 0.036 | 1.344   | 0.020 | 204   | 0      | 0    | 0   |
| 217    | GET    | ^/api/livestream/[0-9]+/statistics                | 0.004 | 0.006 | 0.016 | 1.280   | 0.012 | 217   | 0      | 0    | 0   |
| 202    | GET    | ^/api/user/[^/]+/livestream                       | 0.000 | 0.002 | 0.012 | 0.424   | 0.008 | 202   | 0      | 0    | 0   |
| 203    | GET    | ^/api/user/[^/]+/theme                            | 0.004 | 0.002 | 0.008 | 0.316   | 0.004 | 203   | 0      | 0    | 0   |
| 62     | POST   | ^/api/livestream/[0-9]+/livecomment/[0-9]+/report | 0.004 | 0.003 | 0.008 | 0.180   | 0.008 | 62    | 0      | 0    | 0   |
| 1      | GET    | ^/api/livestream/[0-9]+$                          | 0.004 | 0.004 | 0.004 | 0.004   | 0.004 | 1     | 0      | 0    | 0   |
| 4      | GET    | ^/api/user/[^/]+$                                 | 0.000 | 0.000 | 0.000 | 0.000   | 0.000 | 4     | 0      | 0    | 0   |
| 1      | GET    | /api/payment                                      | 0.000 | 0.000 | 0.000 | 0.000   | 0.000 | 1     | 0      | 0    | 0   |
+--------+--------+---------------------------------------------------+-------+-------+-------+---------+-------+-------+--------+------+-----+
