sudo: unable to resolve host ip-10-100-0-186: Name or service not known
sudo: unable to resolve host ip-10-100-0-186: Name or service not known
sudo: unable to resolve host ip-10-100-0-186: Name or service not known
2026-09-22T10:12:06.636Z	info	isupipe-benchmarker	SSL接続が有効になっています
2026-09-22T10:12:06.636Z	info	isupipe-benchmarker	静的ファイルチェックを行います
2026-09-22T10:12:06.636Z	info	isupipe-benchmarker	静的ファイルチェックが完了しました
2026-09-22T10:12:06.636Z	info	isupipe-benchmarker	webappの初期化を行います
2026-09-22T10:12:06.636Z	info	staff-logger	bench/bench.go:172	SSL接続が有効になっています
2026-09-22T10:12:06.636Z	info	staff-logger	bench/bench.go:193	webapp: https://pipe.u.isucon.local:443
2026-09-22T10:12:06.636Z	info	staff-logger	bench/bench.go:194	nameserver: 10.100.0.155:53
2026-09-22T10:12:09.395Z	info	isupipe-benchmarker	ベンチマーク走行前のデータ整合性チェックを行います
2026-09-22T10:12:13.751Z	info	isupipe-benchmarker	整合性チェックが成功しました
2026-09-22T10:12:13.751Z	info	isupipe-benchmarker	ベンチマーク走行を開始します
2026-09-22T10:12:13.761Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:13.761Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:13.761Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:13.761Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:13.761Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:13.761Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:13.761Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:13.761Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:13.761Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:13.761Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:13.776Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:12:13.778Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:13.778Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:13.778Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:13.782Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:13.782Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:13.820Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:13.826Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:13.826Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:13.829Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:13.838Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:13.845Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:12:13.851Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:13.851Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:13.851Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:13.851Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:13.851Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:13.863Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:13.863Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:13.863Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:13.877Z	info	staff-logger	scenario/viewer.go:46	change icon
2026-09-22T10:12:13.880Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:13.890Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:13.890Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:13.890Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:13.893Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:12:13.904Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:13.904Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:13.904Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:13.927Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:13.927Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:13.927Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:13.932Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:13.935Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:13.935Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:13.935Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:13.943Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:13.943Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:13.943Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:13.943Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:13.978Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:13.978Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T10:12:13.988Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:14.000Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:14.000Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:14.000Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:14.000Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:14.018Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:12:14.028Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:14.028Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T10:12:14.031Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:14.031Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:14.037Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:14.046Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:14.046Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:14.046Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:14.046Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:14.057Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:14.057Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T10:12:14.070Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:14.070Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:14.070Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:14.070Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:14.072Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:14.104Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:12:14.104Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:14.104Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:14.104Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:14.104Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:14.117Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:14.117Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:14.117Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:14.117Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:14.157Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:14.157Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:14.157Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:14.157Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:14.168Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:14.168Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:14.172Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:14.172Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:14.172Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:14.172Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:14.174Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:14.174Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:14.174Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:14.174Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:14.206Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T10:12:14.206Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T10:12:14.206Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:14.206Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:14.219Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T10:12:14.219Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T10:12:14.222Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T10:12:14.234Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T10:12:14.258Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
