procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2172296  18672 774448    0    0   336  1285 11147 7490 22 10 68  0  0 2026-09-22 10:12:05
 0  0      0 2172296  18672 774444    0    0     0   916  277  451  1  0 98  1  0 2026-09-22 10:12:06
 0  0      0 2157680  18672 774444    0    0     0     0 4439 3074  2  2 96  0  0 2026-09-22 10:12:07
 0  0      0 2155664  18672 774444    0    0     0     0 2338 1915  4  1 96  0  0 2026-09-22 10:12:08
 0  0      0 2499196  18672 492608    0    0     0     0 4259 6127  6  7 87  0  0 2026-09-22 10:12:09
 0  0      0 2499196  18672 492612    0    0     0     0   49   40  0  0 100  0  0 2026-09-22 10:12:10
 0  0      0 2498944  18688 492564    0    0     0  2440  569  863  1  1 99  0  0 2026-09-22 10:12:11
 0  0      0 2498944  18688 492640    0    0     0     0  710 1100  1  0 100  0  0 2026-09-22 10:12:12
 0  0      0 2498944  18688 492640    0    0     0     0   41   53  0  1 100  0  0 2026-09-22 10:12:13
 0  0      0 2498228  18696 499384    0    0     0   600 41876 26769 43 19 38  0  0 2026-09-22 10:12:14
 2  0      0 2521752  18696 507876    0    0     0   972 47218 21262 60 18 22  0  0 2026-09-22 10:12:15
 3  0      0 2580540  18696 516448    0    0     0   880 49747 23478 57 21 22  0  0 2026-09-22 10:12:16
 2  0      0 2641380  18696 525128    0    0     0   352 49948 23727 60 16 24  0  0 2026-09-22 10:12:17
 2  0      0 2733308  18696 533648    0    0     0  1004 47535 19396 60 17 23  0  0 2026-09-22 10:12:18
 0  0      0 2839488  18704 541840    0    0     0   484 50122 26412 57 21 22  1  1 2026-09-22 10:12:19
 2  0      0 2863728  18704 551164    0    0     0   344 47478 19065 61 17 22  0  0 2026-09-22 10:12:20
 2  0      0 2848872  18704 560120    0    0     0   940 46408 19214 55 20 25  0  0 2026-09-22 10:12:21
 0  0      0 2823700  18704 569000    0    0     0   940 48545 23962 56 22 22  0  0 2026-09-22 10:12:22
 2  0      0 2802740  18704 577792    0    0     0   568 47270 22436 54 22 23  0  0 2026-09-22 10:12:23
 4  0      0 2790336  18712 586716    0    0     0  1504 49426 25091 59 20 21  0  0 2026-09-22 10:12:24
 3  0      0 2775844  18712 595556    0    0     0   996 46339 20238 60 17 23  0  0 2026-09-22 10:12:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 2746448  18712 604156    0    0     0   608 46203 20991 54 21 25  0  0 2026-09-22 10:12:26
 4  0      0 2722008  18712 613128    0    0     0  1000 48080 23788 57 20 23  0  0 2026-09-22 10:12:27
 4  0      0 2698072  18712 622148    0    0     0  1132 45221 19795 57 19 24  0  0 2026-09-22 10:12:28
 4  0      0 2674060  18720 630820    0    0     0  1500 46375 25965 58 18 24  0  0 2026-09-22 10:12:29
 3  0      0 2647788  18720 639856    0    0     0   988 44590 20760 54 20 26  0  0 2026-09-22 10:12:30
 3  0      0 2620460  18720 648504    0    0     0  1204 46453 23670 57 20 22  0  0 2026-09-22 10:12:31
