procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 12931908  97480 2575952    0    0     8    69   97  236 15  2 83  0  0 2026-09-22 11:30:53
 0  0      0 12941476  97480 2572440    0    0     0     0 1922 1952  1  1 98  0  0 2026-09-22 11:30:54
 0  0      0 12920056  97480 2572304    0    0     0     0  836  815  1  0 99  0  0 2026-09-22 11:30:55
 0  0      0 12920056  97480 2572304    0    0     0    68  149   81  0  0 100  0  0 2026-09-22 11:30:56
 0  0      0 12918544  97480 2572304    0    0     0     0 2088 2843  1  0 99  0  0 2026-09-22 11:30:57
 0  0      0 12917788  97480 2572304    0    0     0  1204  428  365  0  0 100  0  0 2026-09-22 11:30:58
 0  0      0 12917788  97480 2572304    0    0     0     0  137  154  0  0 100  0  0 2026-09-22 11:30:59
 0  0      0 12916024  97480 2572304    0    0     0     8 1268 1668  0  0 100  0  0 2026-09-22 11:31:00
 0  0      0 12916024  97480 2572304    0    0     0     0   37   38  0  0 100  0  0 2026-09-22 11:31:01
 2  0      0 12852420  97480 2572304    0    0     0    48 67207 62187 38  6 56  0  0 2026-09-22 11:31:02
 5  0      0 12815356  97480 2572212    0    0     0     8 83735 71499 53  8 39  0  0 2026-09-22 11:31:03
 2  0      0 12783292  97480 2572264    0    0     0     0 79870 69536 53  8 39  0  0 2026-09-22 11:31:04
 1  0      0 12751032  97480 2572608    0    0     0     0 81434 71995 49  9 43  0  0 2026-09-22 11:31:05
 6  0      0 12697072  97480 2573000    0    0     0    20 80738 67705 52  7 41  0  0 2026-09-22 11:31:06
 8  0      0 12676872  97480 2573316    0    0     0   388 83193 72799 52  8 40  0  0 2026-09-22 11:31:07
 8  0      0 12649768  97480 2573500    0    0     0     0 83943 67534 55  9 36  0  0 2026-09-22 11:31:08
 4  0      0 12628880  97480 2573692    0    0     0    68 82721 70307 54  9 37  0  0 2026-09-22 11:31:09
 8  0      0 12609352  97480 2573968    0    0     0     0 81743 70925 52  8 40  0  0 2026-09-22 11:31:10
 5  0      0 12590344  97480 2574116    0    0     0     0 81588 71282 51  8 41  0  0 2026-09-22 11:31:11
 8  0      0 12584072  97480 2574236    0    0     0   172 81088 73107 49  7 44  0  0 2026-09-22 11:31:12
 2  0      0 12556416  97480 2574384    0    0     0     0 81377 67526 54  8 38  0  0 2026-09-22 11:31:13
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 12536064  97480 2574512    0    0     0     0 80996 69570 52  7 40  0  0 2026-09-22 11:31:14
