sudo: unable to resolve host ip-10-100-0-186: Name or service not known
sudo: unable to resolve host ip-10-100-0-186: Name or service not known
2026-09-22T08:53:23.326Z	info	isupipe-benchmarker	SSL接続が有効になっています
2026-09-22T08:53:23.326Z	info	isupipe-benchmarker	静的ファイルチェックを行います
2026-09-22T08:53:23.326Z	info	isupipe-benchmarker	静的ファイルチェックが完了しました
2026-09-22T08:53:23.326Z	info	isupipe-benchmarker	webappの初期化を行います
2026-09-22T08:53:23.326Z	info	staff-logger	bench/bench.go:172	SSL接続が有効になっています
2026-09-22T08:53:23.326Z	info	staff-logger	bench/bench.go:193	webapp: https://pipe.u.isucon.local:443
2026-09-22T08:53:23.326Z	info	staff-logger	bench/bench.go:194	nameserver: 10.100.0.155:53
2026-09-22T08:53:25.984Z	info	isupipe-benchmarker	ベンチマーク走行前のデータ整合性チェックを行います
2026-09-22T08:53:31.163Z	info	isupipe-benchmarker	整合性チェックが成功しました
2026-09-22T08:53:31.163Z	info	isupipe-benchmarker	ベンチマーク走行を開始します
2026-09-22T08:53:31.174Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T08:53:31.174Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T08:53:31.174Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T08:53:31.175Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T08:53:31.175Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T08:53:31.175Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T08:53:31.175Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T08:53:31.175Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T08:53:31.175Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T08:53:31.175Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T08:53:31.293Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T08:53:31.293Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T08:53:31.320Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T08:53:31.372Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T08:53:31.427Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T08:53:31.427Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T08:53:31.505Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T08:53:31.582Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T08:53:31.584Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T08:53:31.584Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T08:53:31.584Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T08:53:31.596Z	info	staff-logger	scenario/viewer.go:46	change icon
2026-09-22T08:53:31.596Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T08:53:31.612Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T08:53:31.612Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T08:53:31.612Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T08:53:31.645Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T08:53:31.749Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T08:53:31.768Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T08:53:31.792Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T08:53:31.966Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T08:53:31.966Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T08:53:31.966Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T08:53:31.981Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T08:53:31.981Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T08:53:32.074Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T08:53:32.082Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T08:53:32.082Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T08:53:32.082Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T08:53:32.082Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T08:53:32.126Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T08:53:32.197Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T08:53:32.197Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T08:53:32.206Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T08:53:32.206Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T08:53:32.220Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T08:53:32.220Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T08:53:32.221Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T08:53:32.221Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T08:53:32.252Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T08:53:32.252Z	info	staff-logger	scenario/viewer.go:64	get livestream
