procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2473916  19536 740552    0    0   271  1429 11055 8256 24 11 65  0  0 2026-09-22 11:00:04
 0  0      0 2473916  19536 740548    0    0     0  2888  469  755  0  0 97  3  0 2026-09-22 11:00:05
 0  0      0 2463332  19536 740548    0    0     0     0 4456 3101  3  2 95  0  0 2026-09-22 11:00:06
 0  0      0 2461988  19552 740532    0    0     0  1156 2219 1929  3  1 96  0  0 2026-09-22 11:00:07
 0  0      0 2706912  19552 459408    0    0     0    36 4390 6100  6  8 86  0  0 2026-09-22 11:00:08
 0  0      0 2706912  19552 459408    0    0     0     0   70   71  1  0 100  0  0 2026-09-22 11:00:09
 0  0      0 2706912  19552 459408    0    0     0     0  932 1406  0  1 99  0  0 2026-09-22 11:00:10
 0  0      0 2706912  19552 459500    0    0     0    16   71   65  0  1 100  0  0 2026-09-22 11:00:11
 0  0      0 2706912  19568 459484    0    0     0  1232  115  148  0  0 99  0  0 2026-09-22 11:00:12
 2  0      0 2637256  19568 466524    0    0     0   684 42392 33417 42 20 38  0  0 2026-09-22 11:00:13
 3  0      0 2528100  19568 475032    0    0     0   880 47251 29991 54 24 21  0  0 2026-09-22 11:00:14
 1  0      0 2423360  19568 483200    0    0     0   780 43174 22171 52 23 25  0  0 2026-09-22 11:00:15
 2  0      0 2312604  19568 491484    0    0     0   540 45205 24586 57 24 19  0  0 2026-09-22 11:00:16
 2  0      0 2204284  19576 500388    0    0     0   960 47187 27560 51 28 21  0  0 2026-09-22 11:00:17
 2  0      0 2096640  19576 508800    0    0     0   396 45602 23572 55 24 22  0  0 2026-09-22 11:00:18
 2  0      0 1985616  19576 517916    0    0     0  1104 44680 21563 55 25 20  0  0 2026-09-22 11:00:19
 3  0      0 1870504  19576 526660    0    0     0   832 45698 23797 57 24 19  0  0 2026-09-22 11:00:20
 3  0      0 1761648  19576 535208    0    0     0  1116 45199 23209 57 23 20  0  0 2026-09-22 11:00:21
 3  0      0 1646912  19584 544536    0    0     0   952 44149 21193 57 24 20  0  0 2026-09-22 11:00:22
 2  0      0 1588724  19584 553384    0    0     0   932 43552 20150 59 24 17  0  0 2026-09-22 11:00:23
 3  0      0 1577160  19584 562332    0    0     0   840 46724 27427 57 21 22  0  0 2026-09-22 11:00:24
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 6  0      0 1564624  19584 571516    0    0     0   936 47028 28310 55 23 22  0  0 2026-09-22 11:00:25
 4  0      0 1553344  19584 580600    0    0     0  1024 47367 31160 57 22 21  0  0 2026-09-22 11:00:26
 6  0      0 1544524  19592 589748    0    0     0  1800 45220 23663 60 23 18  0  0 2026-09-22 11:00:27
 4  0      0 1631512  19592 599124    0    0     0  1136 46579 22924 58 22 20  0  0 2026-09-22 11:00:28
 3  0      0 1663328  19592 607876    0    0     0  1080 45393 25726 59 19 21  0  0 2026-09-22 11:00:29
 5  0      0 1742380  19592 616720    0    0     0  5512 46553 25896 60 22 18  1  0 2026-09-22 11:00:30
