procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 1921244  82036 787972    0    0   173  1440 6921 6021 23  8 67  2  0 2026-09-22 11:00:04
 0  0      0 1921244  82036 787952    0    0     0     0  328  517  0  1 99  0  0 2026-09-22 11:00:05
 0  2      0 1921244  82268 788756    0    0    16  9264 11395 17572 11  5 57 26  0 2026-09-22 11:00:06
 0  2      0 1943924  82656 795468    0    0     0 39384 8771 15615 14  5 49 32  0 2026-09-22 11:00:07
 0  3      0 1909400  82880 801352    0    0     0 22936 4423 6900 15  2 67 16  0 2026-09-22 11:00:08
 0  0      0 1909400  82896 801356    0    0     0  1700  429  743  0  1 99  1  0 2026-09-22 11:00:09
 0  2      0 1909400  82904 801368    0    0     0   800  944 1099  1  0 97  1  0 2026-09-22 11:00:10
 0  0      0 1909400  83000 801404    0    0     0  7056  935 1812  0  1 91  8  0 2026-09-22 11:00:11
 0  0      0 1909400  83004 801400    0    0     0   552  289  491  0  0 100  1  0 2026-09-22 11:00:12
 2  1      0 1907948  83032 802304    0    0     0  3104 22783 22129 31 12 55  2  0 2026-09-22 11:00:13
10  0      0 1904140  83168 803752    0    0     0 10044 32398 31183 39 18 38  5  0 2026-09-22 11:00:14
19  0      0 1899584  83216 805316    0    0     0  4516 32094 29099 37 16 45  2  0 2026-09-22 11:00:15
 6  0      0 1896936  83312 806736    0    0     0 22776 31203 29521 33 18 43  6  0 2026-09-22 11:00:16
 3  0      0 1893808  83324 808348    0    0     0  1736 33075 30200 42 15 42  1  0 2026-09-22 11:00:17
 2  0      0 1890632  83352 810004    0    0     0  1868 33334 29917 41 15 44  1  0 2026-09-22 11:00:18
 4  0      0 1888140  83380 811572    0    0     0  4880 32322 30301 41 18 40  1  0 2026-09-22 11:00:19
 6  0      0 1885200  83396 813048    0    0     0  1904 34224 30168 37 20 42  1  0 2026-09-22 11:00:20
 4  0      0 1881560  83424 814644    0    0     0  1892 31152 29269 38 16 46  1  0 2026-09-22 11:00:21
 7  0      0 1877456  83448 816208    0    0     0 10044 35634 29781 44 17 37  2  0 2026-09-22 11:00:22
11  0      0 1875440  83452 817600    0    0     0  1392 29380 26719 36 14 49  1  0 2026-09-22 11:00:23
 8  0      0 1873424  83480 818952    0    0     0  3724 31331 29466 38 18 43  1  0 2026-09-22 11:00:24
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
12  0      0 1870884  83492 820416    0    0     0  2484 30899 27068 36 16 48  1  0 2026-09-22 11:00:25
 7  0      0 1869120  83496 821624    0    0     0  2468 30543 27641 33 20 47  1  0 2026-09-22 11:00:26
 2  0      0 1867356  83516 822892    0    0     0  2324 29686 26541 31 17 51  1  0 2026-09-22 11:00:27
 3  0      0 1864248  83516 824100    0    0     0  2292 30755 26774 36 17 47  1  0 2026-09-22 11:00:28
 5  0      0 1861984  83520 825412    0    0     0  1240 32052 27078 35 18 47  0  0 2026-09-22 11:00:29
 1  0      0 1860468  83524 826672    0    0     0  1212 32974 26604 34 18 48  0  0 2026-09-22 11:00:30
 0  0      0 1858704  83528 827800    0    0     0  1044 29545 25762 35 12 52  1  0 2026-09-22 11:00:31
 0  0      0 1856940  83540 829144    0    0     0  1040 30163 26984 35 16 48  1  0 2026-09-22 11:00:32
 9  0      0 1855176  83548 830316    0    0     0   908 30797 26107 33 17 49  1  0 2026-09-22 11:00:33
 4  0      0 1853424  83556 831192    0    0     0   916 25573 23434 27 15 57  1  0 2026-09-22 11:00:34
 0  0      0 1852164  83564 832244    0    0     0  1964 26919 24551 34 13 52  0  0 2026-09-22 11:00:35
 1  0      0 1850652  83568 833348    0    0     0   840 29024 23939 34 16 51  1  0 2026-09-22 11:00:36
 5  0      0 1849392  83576 834364    0    0     0  1152 28846 24157 34 17 49  1  0 2026-09-22 11:00:37
 0  0      0 1848128  83592 835312    0    0     0  1164 25873 21759 32 13 54  1  0 2026-09-22 11:00:38
 0  0      0 1846368  83600 836228    0    0     0 11208 26346 23061 31 15 54  1  0 2026-09-22 11:00:39
 0  0      0 1843520  83604 837312    0    0     0   892 30737 24746 33 19 48  1  0 2026-09-22 11:00:40
 0  0      0 1842008  83604 838312    0    0     0   868 26841 22763 37 12 52  0  0 2026-09-22 11:00:41
 1  0      0 1840244  83612 839276    0    0     0   872 26052 22914 36 12 52  0  0 2026-09-22 11:00:42
 0  0      0 1838984  83616 840472    0    0     0   932 30193 25858 37 14 49  0  0 2026-09-22 11:00:43
 0  0      0 1837472  83616 841480    0    0     0   844 28162 22861 31 14 54  1  0 2026-09-22 11:00:44
 0  0      0 1835720  83628 842528    0    0     0  1004 29112 23967 34 15 50  1  0 2026-09-22 11:00:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
